SN,Commodity,Date,Unit,Minimum,Maximum,Average
10370,Onion Dry (Indian),2013-12-22,Kg,35,37,36
10439,Tomato Big(Nepali),2013-12-23,Kg,45,50,47.5
10441,Potato Red,2013-12-23,Kg,28,30,29
10443,Onion Dry (Indian),2013-12-23,Kg,34,36,35
10516,Tomato Big(Nepali),2013-12-24,Kg,40,45,42.5
10518,Potato Red,2013-12-24,Kg,30,32,31
10520,Onion Dry (Indian),2013-12-24,Kg,34,36,35
10593,Tomato Big(Nepali),2013-12-26,Kg,45,50,47.5
10595,Potato Red,2013-12-26,Kg,30,32,31
10597,Onion Dry (Indian),2013-12-26,Kg,31,33,32
10668,Tomato Big(Nepali),2013-12-27,Kg,45,50,47.5
10670,Potato Red,2013-12-27,Kg,32,33,32.5
10672,Onion Dry (Indian),2013-12-27,Kg,31,33,32
10742,Tomato Big(Nepali),2013-12-29,Kg,45,50,47.5
10744,Potato Red,2013-12-29,Kg,32,33,32.5
10746,Onion Dry (Indian),2013-12-29,Kg,31,33,32
10819,Tomato Big(Nepali),2013-12-31,Kg,45,50,47.5
10821,Potato Red,2013-12-31,Kg,30,32,31
10823,Onion Dry (Indian),2013-12-31,Kg,32,35,33.5
10896,Tomato Big(Nepali),2014-01-01,Kg,40,45,42.5
10898,Potato Red,2014-01-01,Kg,25,28,26.5
10900,Onion Dry (Indian),2014-01-01,Kg,35,36,35.5
10974,Tomato Big(Nepali),2014-01-02,Kg,40,45,42.5
10976,Potato Red,2014-01-02,Kg,25,27,26
10978,Onion Dry (Indian),2014-01-02,Kg,34,35,34.5
11052,Tomato Big(Nepali),2014-01-03,Kg,40,45,42.5
11054,Potato Red,2014-01-03,Kg,25,28,26.5
11056,Onion Dry (Indian),2014-01-03,Kg,34,36,35
11129,Tomato Big(Nepali),2014-01-05,Kg,35,40,37.5
11131,Potato Red,2014-01-05,Kg,25,27,26
11133,Onion Dry (Indian),2014-01-05,Kg,34,35,34.5
11205,Tomato Big(Nepali),2014-01-06,Kg,35,40,37.5
11207,Potato Red,2014-01-06,Kg,25,27,26
11209,Onion Dry (Indian),2014-01-06,Kg,34,35,34.5
11282,Tomato Big(Nepali),2014-01-07,Kg,35,40,37.5
11284,Potato Red,2014-01-07,Kg,24,26,25
11286,Onion Dry (Indian),2014-01-07,Kg,33,34,33.5
11360,Tomato Big(Nepali),2014-01-08,Kg,30,35,32.5
11362,Potato Red,2014-01-08,Kg,24,25,24.5
11364,Onion Dry (Indian),2014-01-08,Kg,33,34,33.5
11437,Tomato Big(Nepali),2014-01-09,Kg,30,35,32.5
11439,Potato Red,2014-01-09,Kg,22,23,22.5
11441,Onion Dry (Indian),2014-01-09,Kg,34,36,35
11515,Tomato Big(Nepali),2014-01-10,Kg,30,35,32.5
11517,Potato Red,2014-01-10,Kg,23,25,24
11519,Onion Dry (Indian),2014-01-10,Kg,33,35,34
11592,Tomato Big(Nepali),2014-01-12,Kg,30,35,32.5
11594,Potato Red,2014-01-12,Kg,24,25,24.5
11596,Onion Dry (Indian),2014-01-12,Kg,33,34,33.5
11669,Tomato Big(Nepali),2014-01-13,Kg,40,45,42.5
11671,Potato Red,2014-01-13,Kg,23,24,23.5
11673,Onion Dry (Indian),2014-01-13,Kg,33,34,33.5
11746,Tomato Big(Nepali),2014-01-14,Kg,40,45,42.5
11748,Potato Red,2014-01-14,Kg,23,25,24
11750,Onion Dry (Indian),2014-01-14,Kg,30,32,31
11823,Tomato Big(Nepali),2014-01-16,Kg,40,45,42.5
11825,Potato Red,2014-01-16,Kg,22,23,22.5
11827,Onion Dry (Indian),2014-01-16,Kg,30,32,31
11899,Tomato Big(Nepali),2014-01-17,Kg,40,45,42.5
11901,Potato Red,2014-01-17,Kg,22,23,22.5
11903,Onion Dry (Indian),2014-01-17,Kg,30,32,31
11975,Tomato Big(Nepali),2014-01-19,Kg,35,40,37.5
11977,Potato Red,2014-01-19,Kg,22,23,22.5
11979,Onion Dry (Indian),2014-01-19,Kg,29,30,29.5
12051,Tomato Big(Nepali),2014-01-20,Kg,35,40,37.5
12053,Potato Red,2014-01-20,Kg,22,23,22.5
12055,Onion Dry (Indian),2014-01-20,Kg,29,30,29.5
12128,Tomato Big(Nepali),2014-01-21,Kg,30,35,32.5
12130,Potato Red,2014-01-21,Kg,22,23,22.5
12132,Onion Dry (Indian),2014-01-21,Kg,29,30,29.5
12205,Tomato Big(Nepali),2014-01-22,Kg,30,35,32.5
12207,Potato Red,2014-01-22,Kg,22,23,22.5
12209,Onion Dry (Indian),2014-01-22,Kg,29,30,29.5
12280,Tomato Big(Nepali),2014-01-23,Kg,30,35,32.5
12282,Potato Red,2014-01-23,Kg,22,23,22.5
12284,Onion Dry (Indian),2014-01-23,Kg,29,30,29.5
12355,Tomato Big(Nepali),2014-01-24,Kg,25,30,27.5
12357,Potato Red,2014-01-24,Kg,22,23,22.5
12359,Onion Dry (Indian),2014-01-24,Kg,29,30,29.5
12430,Tomato Big(Nepali),2014-01-26,Kg,30,35,32.5
12432,Potato Red,2014-01-26,Kg,21,23,22
12434,Onion Dry (Indian),2014-01-26,Kg,29,30,29.5
12503,Tomato Big(Nepali),2014-01-27,Kg,30,35,32.5
12505,Potato Red,2014-01-27,Kg,22,23,22.5
12507,Onion Dry (Indian),2014-01-27,Kg,29,30,29.5
12577,Tomato Big(Nepali),2014-01-28,Kg,25,30,27.5
12579,Potato Red,2014-01-28,Kg,22,23,22.5
12581,Onion Dry (Indian),2014-01-28,Kg,29,30,29.5
12651,Tomato Big(Nepali),2014-01-29,Kg,25,30,27.5
12653,Potato Red,2014-01-29,Kg,22,23,22.5
12655,Onion Dry (Indian),2014-01-29,Kg,29,30,29.5
12726,Tomato Big(Nepali),2014-02-02,Kg,30,35,32.5
12728,Potato Red,2014-02-02,Kg,20,22,21
12730,Onion Dry (Indian),2014-02-02,Kg,27,29,28
12802,Tomato Big(Nepali),2014-02-03,Kg,30,35,32.5
12804,Potato Red,2014-02-03,Kg,18,20,19
12806,Onion Dry (Indian),2014-02-03,Kg,27,29,28
12877,Tomato Big(Nepali),2014-02-04,Kg,30,35,32.5
12879,Potato Red,2014-02-04,Kg,19,20,19.5
12881,Onion Dry (Indian),2014-02-04,Kg,27,28,27.5
12952,Tomato Big(Nepali),2014-02-05,Kg,35,40,37.5
12954,Potato Red,2014-02-05,Kg,16,18,17
12956,Onion Dry (Indian),2014-02-05,Kg,27,28,27.5
13027,Tomato Big(Nepali),2014-02-06,Kg,35,40,37.5
13029,Potato Red,2014-02-06,Kg,16,18,17
13031,Onion Dry (Indian),2014-02-06,Kg,27,28,27.5
13099,Tomato Big(Nepali),2014-02-07,Kg,35,40,37.5
13101,Potato Red,2014-02-07,Kg,16,18,17
13103,Onion Dry (Indian),2014-02-07,Kg,27,28,27.5
13170,Tomato Big(Nepali),2014-02-08,Kg,32,40,36
13172,Potato Red,2014-02-08,Kg,20,26,23
13173,Onion Dry (Indian),2014-02-08,Kg,28,34,31
13196,Tomato Big(Nepali),2014-02-09,Kg,35,40,37.5
13198,Potato Red,2014-02-09,Kg,16,18,17
13200,Onion Dry (Indian),2014-02-09,Kg,27,28,27.5
13271,Tomato Big(Nepali),2014-02-10,Kg,30,35,32.5
13273,Potato Red,2014-02-10,Kg,17,18,17.5
13275,Onion Dry (Indian),2014-02-10,Kg,27,28,27.5
13346,Tomato Big(Nepali),2014-02-11,Kg,30,35,32.5
13348,Potato Red,2014-02-11,Kg,17,18,17.5
13350,Onion Dry (Indian),2014-02-11,Kg,26,27,26.5
13420,Tomato Big(Nepali),2014-02-12,Kg,30,35,32.5
13422,Potato Red,2014-02-12,Kg,19,20,19.5
13424,Onion Dry (Indian),2014-02-12,Kg,26,27,26.5
13497,Tomato Big(Nepali),2014-02-13,Kg,25,30,27.5
13499,Potato Red,2014-02-13,Kg,18,20,19
13501,Onion Dry (Indian),2014-02-13,Kg,25,26,25.5
13573,Tomato Big(Nepali),2014-02-14,Kg,20,25,22.5
13575,Potato Red,2014-02-14,Kg,19,20,19.5
13577,Onion Dry (Indian),2014-02-14,Kg,24,25,24.5
13649,Tomato Big(Nepali),2014-02-16,Kg,30,35,32.5
13651,Potato Red,2014-02-16,Kg,19,20,19.5
13653,Onion Dry (Indian),2014-02-16,Kg,22,24,23
13725,Tomato Big(Nepali),2014-02-17,Kg,25,30,27.5
13727,Potato Red,2014-02-17,Kg,19,20,19.5
13729,Onion Dry (Indian),2014-02-17,Kg,22,24,23
13801,Tomato Big(Nepali),2014-02-18,Kg,35,40,37.5
13803,Potato Red,2014-02-18,Kg,19,20,19.5
13805,Onion Dry (Indian),2014-02-18,Kg,22,24,23
13878,Tomato Big(Nepali),2014-02-20,Kg,30,35,32.5
13880,Potato Red,2014-02-20,Kg,19,20,19.5
13882,Onion Dry (Indian),2014-02-20,Kg,24,25,24.5
13954,Tomato Big(Nepali),2014-02-21,Kg,30,35,32.5
13956,Potato Red,2014-02-21,Kg,19,20,19.5
13958,Onion Dry (Indian),2014-02-21,Kg,25,26,25.5
14030,Tomato Big(Nepali),2014-02-23,Kg,25,30,27.5
14032,Potato Red,2014-02-23,Kg,19,20,19.5
14034,Onion Dry (Indian),2014-02-23,Kg,26,27,26.5
14110,Tomato Big(Nepali),2014-02-24,Kg,25,30,27.5
14112,Potato Red,2014-02-24,Kg,19,20,19.5
14114,Onion Dry (Indian),2014-02-24,Kg,26,28,27
14190,Tomato Big(Nepali),2014-02-25,Kg,25,30,27.5
14192,Potato Red,2014-02-25,Kg,19,20,19.5
14194,Onion Dry (Indian),2014-02-25,Kg,28,29,28.5
14270,Tomato Big(Nepali),2014-02-26,Kg,25,30,27.5
14272,Potato Red,2014-02-26,Kg,20,21,20.5
14274,Onion Dry (Indian),2014-02-26,Kg,28,29,28.5
14350,Tomato Big(Nepali),2014-02-28,Kg,30,35,32.5
14352,Potato Red,2014-02-28,Kg,20,21,20.5
14354,Onion Dry (Indian),2014-02-28,Kg,29,30,29.5
14430,Tomato Big(Nepali),2014-03-03,Kg,40,45,42.5
14432,Potato Red,2014-03-03,Kg,20,21,20.5
14434,Onion Dry (Indian),2014-03-03,Kg,29,30,29.5
14509,Tomato Big(Nepali),2014-03-05,Kg,40,45,42.5
14511,Potato Red,2014-03-05,Kg,21,22,21.5
14513,Onion Dry (Indian),2014-03-05,Kg,28,30,29
14587,Tomato Big(Nepali),2014-03-06,Kg,35,40,37.5
14589,Potato Red,2014-03-06,Kg,22,23,22.5
14591,Onion Dry (Indian),2014-03-06,Kg,28,29,28.5
14665,Tomato Big(Nepali),2014-03-07,Kg,35,40,37.5
14667,Potato Red,2014-03-07,Kg,22,23,22.5
14669,Onion Dry (Indian),2014-03-07,Kg,28,29,28.5
14745,Tomato Big(Nepali),2014-03-09,Kg,30,35,32.5
14747,Potato Red,2014-03-09,Kg,21,23,22
14749,Onion Dry (Indian),2014-03-09,Kg,28,29,28.5
14826,Tomato Big(Nepali),2014-03-10,Kg,30,35,32.5
14828,Potato Red,2014-03-10,Kg,21,22,21.5
14830,Onion Dry (Indian),2014-03-10,Kg,28,29,28.5
14905,Tomato Big(Nepali),2014-03-11,Kg,35,40,37.5
14907,Potato Red,2014-03-11,Kg,21,22,21.5
14909,Onion Dry (Indian),2014-03-11,Kg,28,30,29
14984,Tomato Big(Nepali),2014-03-12,Kg,30,35,32.5
14986,Potato Red,2014-03-12,Kg,21,22,21.5
14988,Onion Dry (Indian),2014-03-12,Kg,29,30,29.5
15063,Tomato Big(Nepali),2014-03-13,Kg,40,45,42.5
15065,Potato Red,2014-03-13,Kg,21,22,21.5
15067,Onion Dry (Indian),2014-03-13,Kg,29,30,29.5
15145,Tomato Big(Nepali),2014-03-14,Kg,40,45,42.5
15147,Potato Red,2014-03-14,Kg,20,21,20.5
15149,Onion Dry (Indian),2014-03-14,Kg,29,30,29.5
15226,Tomato Big(Nepali),2014-03-17,Kg,35,40,37.5
15228,Potato Red,2014-03-17,Kg,22,23,22.5
15230,Onion Dry (Indian),2014-03-17,Kg,29,30,29.5
15306,Tomato Big(Nepali),2014-03-18,Kg,30,35,32.5
15308,Potato Red,2014-03-18,Kg,22,24,23
15310,Onion Dry (Indian),2014-03-18,Kg,29,30,29.5
15385,Tomato Big(Nepali),2014-03-19,Kg,30,35,32.5
15387,Potato Red,2014-03-19,Kg,22,24,23
15389,Onion Dry (Indian),2014-03-19,Kg,28,29,28.5
15462,Tomato Big(Nepali),2014-03-20,Kg,35,40,37.5
15464,Potato Red,2014-03-20,Kg,23,24,23.5
15466,Onion Dry (Indian),2014-03-20,Kg,28,30,29
15539,Tomato Big(Nepali),2014-03-21,Kg,35,40,37.5
15541,Potato Red,2014-03-21,Kg,23,24,23.5
15543,Onion Dry (Indian),2014-03-21,Kg,29,30,29.5
15618,Tomato Big(Nepali),2014-03-23,Kg,30,35,32.5
15620,Potato Red,2014-03-23,Kg,23,24,23.5
15622,Onion Dry (Indian),2014-03-23,Kg,28,29,28.5
15695,Tomato Big(Nepali),2014-03-24,Kg,35,40,37.5
15697,Potato Red,2014-03-24,Kg,22,24,23
15699,Onion Dry (Indian),2014-03-24,Kg,27,28,27.5
15773,Tomato Big(Nepali),2014-03-25,Kg,35,40,37.5
15775,Potato Red,2014-03-25,Kg,23,24,23.5
15777,Onion Dry (Indian),2014-03-25,Kg,27,28,27.5
15855,Tomato Big(Nepali),2014-03-26,Kg,30,35,32.5
15857,Potato Red,2014-03-26,Kg,23,24,23.5
15859,Onion Dry (Indian),2014-03-26,Kg,27,28,27.5
15936,Tomato Big(Nepali),2014-03-27,Kg,30,35,32.5
15938,Potato Red,2014-03-27,Kg,22,24,23
15940,Onion Dry (Indian),2014-03-27,Kg,27,28,27.5
16018,Tomato Big(Nepali),2014-03-28,Kg,30,35,32.5
16020,Potato Red,2014-03-28,Kg,23,24,23.5
16022,Onion Dry (Indian),2014-03-28,Kg,26,27,26.5
16100,Tomato Big(Nepali),2014-03-31,Kg,34,40,37
16102,Potato Red,2014-03-31,Kg,23,24,23.5
16104,Onion Dry (Indian),2014-03-31,Kg,26,27,26.5
16178,Tomato Big(Nepali),2014-04-01,Kg,30,36,33
16180,Potato Red,2014-04-01,Kg,23,24,23.5
16182,Onion Dry (Indian),2014-04-01,Kg,26,27,26.5
16256,Tomato Big(Nepali),2014-04-02,Kg,28,30,29
16258,Potato Red,2014-04-02,Kg,22,24,23
16259,Onion Dry (Indian),2014-04-02,Kg,27,29,28
16332,Tomato Big(Nepali),2014-04-03,Kg,30,35,32.5
16334,Potato Red,2014-04-03,Kg,23,24,23.5
16336,Onion Dry (Indian),2014-04-03,Kg,27,29,28
16410,Tomato Big(Nepali),2014-04-04,Kg,30,35,32.5
16412,Potato Red,2014-04-04,Kg,23,24,23.5
16414,Onion Dry (Indian),2014-04-04,Kg,27,29,28
16487,Tomato Big(Nepali),2014-04-06,Kg,30,35,32.5
16489,Potato Red,2014-04-06,Kg,24,25,24.5
16491,Onion Dry (Indian),2014-04-06,Kg,28,30,29
16564,Tomato Big(Nepali),2014-04-07,Kg,30,35,32.5
16566,Potato Red,2014-04-07,Kg,25,26,25.5
16568,Onion Dry (Indian),2014-04-07,Kg,28,30,29
16641,Tomato Big(Nepali),2014-04-09,Kg,35,40,37.5
16643,Potato Red,2014-04-09,Kg,27,28,27.5
16645,Onion Dry (Indian),2014-04-09,Kg,28,29,28.5
16722,Tomato Big(Nepali),2014-04-10,Kg,35,40,37.5
16724,Potato Red,2014-04-10,Kg,28,29,28.5
16726,Onion Dry (Indian),2014-04-10,Kg,28,29,28.5
16805,Tomato Big(Nepali),2014-04-11,Kg,30,35,32.5
16807,Potato Red,2014-04-11,Kg,28,29,28.5
16809,Onion Dry (Indian),2014-04-11,Kg,28,29,28.5
16888,Tomato Big(Nepali),2014-04-13,Kg,35,40,37.5
16890,Potato Red,2014-04-13,Kg,26,28,27
16892,Onion Dry (Indian),2014-04-13,Kg,27,28,27.5
16970,Tomato Big(Nepali),2014-04-15,Kg,30,35,32.5
16972,Potato Red,2014-04-15,Kg,27,28,27.5
16974,Onion Dry (Indian),2014-04-15,Kg,27,28,27.5
17052,Tomato Big(Nepali),2014-04-16,Kg,30,35,32.5
17054,Potato Red,2014-04-16,Kg,27,28,27.5
17056,Onion Dry (Indian),2014-04-16,Kg,27,29,28
17133,Tomato Big(Nepali),2014-04-17,Kg,30,35,32.5
17135,Potato Red,2014-04-17,Kg,27,29,28
17137,Onion Dry (Indian),2014-04-17,Kg,27,28,27.5
17214,Tomato Big(Nepali),2014-04-18,Kg,25,30,27.5
17216,Potato Red,2014-04-18,Kg,28,30,29
17218,Onion Dry (Indian),2014-04-18,Kg,27,28,27.5
17295,Tomato Big(Nepali),2014-04-20,Kg,20,25,22.5
17297,Potato Red,2014-04-20,Kg,28,30,29
17299,Onion Dry (Indian),2014-04-20,Kg,27,28,27.5
17374,Tomato Big(Nepali),2014-04-21,Kg,20,25,22.5
17376,Potato Red,2014-04-21,Kg,27,28,27.5
17378,Onion Dry (Indian),2014-04-21,Kg,27,28,27.5
17453,Tomato Big(Nepali),2014-04-22,Kg,30,35,32.5
17455,Potato Red,2014-04-22,Kg,25,27,26
17457,Onion Dry (Indian),2014-04-22,Kg,28,30,29
17530,Tomato Big(Nepali),2014-04-23,Kg,30,35,32.5
17532,Potato Red,2014-04-23,Kg,25,27,26
17534,Onion Dry (Indian),2014-04-23,Kg,28,30,29
17607,Tomato Big(Nepali),2014-04-25,Kg,25,30,27.5
17609,Potato Red,2014-04-25,Kg,25,26,25.5
17611,Onion Dry (Indian),2014-04-25,Kg,30,31,30.5
17684,Tomato Big(Nepali),2014-04-27,Kg,30,35,32.5
17686,Potato Red,2014-04-27,Kg,25,26,25.5
17688,Onion Dry (Indian),2014-04-27,Kg,30,35,32.5
17761,Tomato Big(Nepali),2014-04-28,Kg,30,35,32.5
17763,Potato Red,2014-04-28,Kg,24,25,24.5
17765,Onion Dry (Indian),2014-04-28,Kg,30,31,30.5
17839,Tomato Big(Nepali),2014-04-29,Kg,25,30,27.5
17841,Potato Red,2014-04-29,Kg,24,25,24.5
17843,Onion Dry (Indian),2014-04-29,Kg,30,31,30.5
17918,Tomato Big(Nepali),2014-04-30,Kg,30,32,31
17920,Potato Red,2014-04-30,Kg,24,25,24.5
17922,Onion Dry (Indian),2014-04-30,Kg,29,30,29.5
17997,Tomato Big(Nepali),2014-05-02,Kg,30,35,32.5
17999,Potato Red,2014-05-02,Kg,27,28,27.5
18001,Onion Dry (Indian),2014-05-02,Kg,28,29,28.5
18077,Tomato Big(Nepali),2014-05-04,Kg,30,35,32.5
18079,Potato Red,2014-05-04,Kg,27,29,28
18081,Onion Dry (Indian),2014-05-04,Kg,28,29,28.5
18155,Tomato Big(Nepali),2014-05-05,Kg,20,25,22.5
18157,Potato Red,2014-05-05,Kg,28,30,29
18159,Onion Dry (Indian),2014-05-05,Kg,28,30,29
18232,Tomato Big(Nepali),2014-05-06,Kg,20,25,22.5
18234,Potato Red,2014-05-06,Kg,28,30,29
18236,Onion Dry (Indian),2014-05-06,Kg,28,30,29
18310,Tomato Big(Nepali),2014-05-07,Kg,14,18,16
18312,Potato Red,2014-05-07,Kg,28,30,29
18314,Onion Dry (Indian),2014-05-07,Kg,28,29,28.5
18388,Tomato Big(Nepali),2014-05-08,Kg,18,22,20
18390,Potato Red,2014-05-08,Kg,29,30,29.5
18392,Onion Dry (Indian),2014-05-08,Kg,29,30,29.5
18465,Tomato Big(Nepali),2014-05-09,Kg,20,25,22.5
18467,Potato Red,2014-05-09,Kg,28,30,29
18469,Onion Dry (Indian),2014-05-09,Kg,28,30,29
18543,Tomato Big(Nepali),2014-05-11,Kg,18,22,20
18545,Potato Red,2014-05-11,Kg,28,30,29
18547,Onion Dry (Indian),2014-05-11,Kg,28,29,28.5
18619,Tomato Big(Nepali),2014-05-12,Kg,18,20,19
18621,Potato Red,2014-05-12,Kg,28,30,29
18623,Onion Dry (Indian),2014-05-12,Kg,27,29,28
18695,Tomato Big(Nepali),2014-05-13,Kg,20,22,21
18697,Potato Red,2014-05-13,Kg,27,28,27.5
18699,Onion Dry (Indian),2014-05-13,Kg,28,29,28.5
18771,Tomato Big(Nepali),2014-05-15,Kg,20,25,22.5
18773,Potato Red,2014-05-15,Kg,27,29,28
18775,Onion Dry (Indian),2014-05-15,Kg,27,28,27.5
18846,Tomato Big(Nepali),2014-05-16,Kg,25,30,27.5
18848,Potato Red,2014-05-16,Kg,27,29,28
18850,Onion Dry (Indian),2014-05-16,Kg,27,29,28
18920,Tomato Big(Nepali),2014-05-18,Kg,25,30,27.5
18922,Potato Red,2014-05-18,Kg,27,29,28
18924,Onion Dry (Indian),2014-05-18,Kg,28,30,29
18995,Tomato Big(Nepali),2014-05-19,Kg,20,25,22.5
18997,Potato Red,2014-05-19,Kg,27,29,28
18999,Onion Dry (Indian),2014-05-19,Kg,27,29,28
19070,Tomato Big(Nepali),2014-05-20,Kg,18,22,20
19072,Potato Red,2014-05-20,Kg,27,28,27.5
19074,Onion Dry (Indian),2014-05-20,Kg,27,29,28
19146,Tomato Big(Nepali),2014-05-21,Kg,20,22,21
19148,Potato Red,2014-05-21,Kg,24,28,26
19150,Onion Dry (Indian),2014-05-21,Kg,28,30,29
19221,Tomato Big(Nepali),2014-05-22,Kg,15,20,17.5
19223,Potato Red,2014-05-22,Kg,28,30,29
19225,Onion Dry (Indian),2014-05-22,Kg,28,30,29
19294,Tomato Big(Nepali),2014-05-23,Kg,18,20,19
19296,Potato Red,2014-05-23,Kg,27,29,28
19298,Onion Dry (Indian),2014-05-23,Kg,28,30,29
19366,Tomato Big(Nepali),2014-05-25,Kg,15,20,17.5
19368,Potato Red,2014-05-25,Kg,27,29,28
19370,Onion Dry (Indian),2014-05-25,Kg,28,30,29
19438,Tomato Big(Nepali),2014-05-26,Kg,18,22,20
19440,Potato Red,2014-05-26,Kg,28,30,29
19442,Onion Dry (Indian),2014-05-26,Kg,29,30,29.5
19512,Tomato Big(Nepali),2014-05-27,Kg,20,25,22.5
19514,Potato Red,2014-05-27,Kg,28,30,29
19516,Onion Dry (Indian),2014-05-27,Kg,29,30,29.5
19585,Tomato Big(Nepali),2014-05-28,Kg,25,30,27.5
19587,Potato Red,2014-05-28,Kg,28,30,29
19589,Onion Dry (Indian),2014-05-28,Kg,29,30,29.5
19658,Tomato Big(Nepali),2014-05-30,Kg,25,30,27.5
19660,Potato Red,2014-05-30,Kg,30,32,31
19662,Onion Dry (Indian),2014-05-30,Kg,28,30,29
19729,Tomato Big(Nepali),2014-06-01,Kg,20,25,22.5
19731,Potato Red,2014-06-01,Kg,30,32,31
19733,Onion Dry (Indian),2014-06-01,Kg,29,30,29.5
19801,Tomato Big(Nepali),2014-06-02,Kg,25,30,27.5
19803,Potato Red,2014-06-02,Kg,32,33,32.5
19805,Onion Dry (Indian),2014-06-02,Kg,29,30,29.5
19871,Tomato Big(Nepali),2014-06-03,Kg,28,30,29
19873,Potato Red,2014-06-03,Kg,32,34,33
19875,Onion Dry (Indian),2014-06-03,Kg,28,30,29
19944,Tomato Big(Nepali),2014-06-04,Kg,32,36,34
19946,Potato Red,2014-06-04,Kg,32,34,33
19948,Onion Dry (Indian),2014-06-04,Kg,28,30,29
20016,Tomato Big(Nepali),2014-06-05,Kg,35,40,37.5
20018,Potato Red,2014-06-05,Kg,32,34,33
20020,Onion Dry (Indian),2014-06-05,Kg,28,30,29
20088,Tomato Big(Nepali),2014-06-06,Kg,32,36,34
20090,Potato Red,2014-06-06,Kg,33,35,34
20092,Onion Dry (Indian),2014-06-06,Kg,28,30,29
20160,Tomato Big(Nepali),2014-06-08,Kg,28,30,29
20162,Potato Red,2014-06-08,Kg,33,35,34
20164,Onion Dry (Indian),2014-06-08,Kg,30,32,31
20232,Tomato Big(Nepali),2014-06-09,Kg,25,30,27.5
20234,Potato Red,2014-06-09,Kg,33,35,34
20236,Onion Dry (Indian),2014-06-09,Kg,30,32,31
20303,Tomato Big(Nepali),2014-06-10,Kg,25,30,27.5
20305,Potato Red,2014-06-10,Kg,34,35,34.5
20307,Onion Dry (Indian),2014-06-10,Kg,32,33,32.5
20377,Tomato Big(Nepali),2014-06-11,Kg,20,25,22.5
20379,Potato Red,2014-06-11,Kg,34,35,34.5
20381,Onion Dry (Indian),2014-06-11,Kg,31,33,32
20451,Tomato Big(Nepali),2014-06-12,Kg,20,25,22.5
20453,Potato Red,2014-06-12,Kg,34,35,34.5
20455,Onion Dry (Indian),2014-06-12,Kg,30,32,31
20525,Tomato Big(Nepali),2014-06-13,Kg,25,30,27.5
20527,Potato Red,2014-06-13,Kg,34,35,34.5
20529,Onion Dry (Indian),2014-06-13,Kg,31,33,32
20597,Tomato Big(Nepali),2014-06-15,Kg,20,25,22.5
20599,Potato Red,2014-06-15,Kg,36,38,37
20601,Onion Dry (Indian),2014-06-15,Kg,34,35,34.5
20671,Tomato Big(Nepali),2014-06-16,Kg,20,25,22.5
20673,Potato Red,2014-06-16,Kg,36,38,37
20675,Onion Dry (Indian),2014-06-16,Kg,34,35,34.5
20743,Tomato Big(Nepali),2014-06-17,Kg,20,25,22.5
20745,Potato Red,2014-06-17,Kg,36,38,37
20747,Onion Dry (Indian),2014-06-17,Kg,34,35,34.5
20815,Tomato Big(Nepali),2014-06-18,Kg,18,22,20
20817,Potato Red,2014-06-18,Kg,36,38,37
20819,Onion Dry (Indian),2014-06-18,Kg,33,35,34
20888,Tomato Big(Nepali),2014-06-19,Kg,18,22,20
20890,Potato Red,2014-06-19,Kg,38,40,39
20892,Onion Dry (Indian),2014-06-19,Kg,34,35,34.5
20960,Tomato Big(Nepali),2014-06-20,Kg,20,25,22.5
20962,Potato Red,2014-06-20,Kg,36,40,38
20964,Onion Dry (Indian),2014-06-20,Kg,35,37,36
21033,Tomato Big(Nepali),2014-06-23,Kg,20,25,22.5
21035,Potato Red,2014-06-23,Kg,38,42,40
21037,Onion Dry (Indian),2014-06-23,Kg,35,40,37.5
21104,Tomato Big(Nepali),2014-06-24,Kg,20,25,22.5
21106,Potato Red,2014-06-24,Kg,37,40,38.5
21108,Onion Dry (Indian),2014-06-24,Kg,37,40,38.5
21173,Tomato Big(Nepali),2014-06-25,Kg,20,25,22.5
21175,Potato Red,2014-06-25,Kg,40,42,41
21177,Onion Dry (Indian),2014-06-25,Kg,37,40,38.5
21243,Tomato Big(Nepali),2014-06-26,Kg,20,25,22.5
21245,Potato Red,2014-06-26,Kg,38,40,39
21247,Onion Dry (Indian),2014-06-26,Kg,38,40,39
21313,Tomato Big(Nepali),2014-06-27,Kg,25,30,27.5
21315,Potato Red,2014-06-27,Kg,40,42,41
21317,Onion Dry (Indian),2014-06-27,Kg,38,40,39
21383,Tomato Big(Nepali),2014-06-29,Kg,25,30,27.5
21385,Potato Red,2014-06-29,Kg,40,42,41
21387,Onion Dry (Indian),2014-06-29,Kg,38,40,39
21439,Tomato Big(Nepali),2014-06-30,Kg,20,26,23
21441,Potato Red,2014-06-30,Kg,40,42,41
21443,Onion Dry (Indian),2014-06-30,Kg,40,42,41
21509,Tomato Big(Nepali),2014-07-01,Kg,22,25,23.5
21511,Potato Red,2014-07-01,Kg,40,42,41
21513,Onion Dry (Indian),2014-07-01,Kg,44,45,44.5
21578,Tomato Big(Nepali),2014-07-02,Kg,22,25,23.5
21580,Potato Red,2014-07-02,Kg,40,42,41
21582,Onion Dry (Indian),2014-07-02,Kg,45,47,46
21642,Tomato Big(Nepali),2014-07-03,Kg,20,24,22
21644,Potato Red,2014-07-03,Kg,40,42,41
21646,Onion Dry (Indian),2014-07-03,Kg,45,48,46.5
21708,Tomato Big(Nepali),2014-07-04,Kg,20,22,21
21710,Potato Red,2014-07-04,Kg,40,42,41
